,Name,Link,Phone
1362,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
1363,Mendocino County Courthouse,http://www.mendocino.courts.ca.gov/general_info/ukiah.html,(707) 468-2000
1364,Ten Mile Branch,http://www.mendocino.courts.ca.gov/general_info/fortbragg.html,(707) 964-3192
1365,Point Arena VFW Hall (Hearings 3x/year Only),http://www.mendocino.courts.ca.gov/general_info/pointarena.html,
1366,Yreka Court,http://www.siskiyou.courts.ca.gov/generalinfo/contact_locations.htm,(530) 842-8182
1367,Humboldt County Courthouse,https://www.humboldt.courts.ca.gov/gi/contact.htm,(707) 445-7256
1368,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
1369,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
1370,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
1371,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
1372,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
1373,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
1374,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
1375,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
1376,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
1377,Fresno Superior Courthouse Downtown Location,http://www.fresno.courts.ca.gov/courthouses/#1,(559) 457-2000
1378,B. F. Sisk Courthouse,http://www.fresno.courts.ca.gov/courthouses/#20,(559) 457-2000
1379,"""M"" Street Courthouse",http://www.fresno.courts.ca.gov/courthouses/#19,(559) 457-1700
1380,ACTION Center (After Criminal Traffic Infraction One-Stop Network),http://www.fresno.courts.ca.gov/courthouses/#2,
1381,Archives Facility,http://www.fresno.courts.ca.gov/courthouses/#3,(559) 457-4903
1382,Criminal Courts Departments 95 & 96,http://www.fresno.courts.ca.gov/courthouses/#21,(559) 457-2000
1383,Juvenile Delinquency Court,http://www.fresno.courts.ca.gov/courthouses/#4,(559) 457-4810
1384,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
1385,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
1386,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
1387,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
1388,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
1389,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
1390,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
1391,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
1392,San Leandro - John George Psychiatric Pavilion,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-John-George-Psychiatric-Pavilion,(510) 891-6332
1393,San Leandro - Juvenile Justice Center,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-Juvenile-Justice-Center,(510) 618-1106
1394,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
1395,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
1396,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
1397,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
1398,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
1399,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
1400,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
1401,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
1402,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
1403,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
1404,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
1405,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
1406,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
1407,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
1408,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
1409,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
1410,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
1411,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
1412,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1413,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1414,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1415,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1416,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1417,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1418,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1419,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1420,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1421,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1422,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1423,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1424,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1425,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1426,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1427,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1428,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1429,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1430,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1431,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1432,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1433,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1434,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1435,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1436,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1437,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1438,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1439,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1440,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1441,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1442,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1443,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1444,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1445,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1446,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1447,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1448,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1449,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1450,Downtown Superior Court,http://www.scscourt.org/general_info/contact/courthouses/dts.shtml,(408) 882-2100
1451,Family Justice Center,http://www.scscourt.org/general_info/contact/courthouses/fjcc.shtml,(408) 792-4200
1452,Hall of Justice,http://www.scscourt.org/general_info/contact/courthouses/hoj.shtml,(408) 808-6600
1453,Juvenile Justice,http://www.scscourt.org/general_info/contact/courthouses/guadalupe.shtml,(408) 808-6200
1454,Old Courthouse,http://www.scscourt.org/general_info/contact/courthouses/och.shtml,(408) 883-2100
1455,Palo Alto Courthouse,http://www.scscourt.org/general_info/contact/courthouses/paloalto.shtml,(650) 462-3800
1456,Santa Clara Courthouse,http://www.scscourt.org/general_info/contact/courthouses/santaclara.shtml,(408) 556-3000
1457,South County Courthouse,http://www.scscourt.org/general_info/contact/courthouses/southcounty.shtml,(408) 695-5000
1458,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1459,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1460,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1461,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1462,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1463,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1464,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1465,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1466,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1467,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1468,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1469,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1470,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1471,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1472,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1473,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1474,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1475,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1476,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1477,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1478,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1479,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1480,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1481,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1482,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1483,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1484,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1485,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1486,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1487,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1488,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1489,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1490,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1491,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1492,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1493,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1494,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1495,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1496,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
1497,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
1498,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
1499,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
1500,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
1501,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
1502,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
1503,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
1504,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
1505,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
1506,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
1507,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
1508,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
1509,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
1510,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
1511,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
1512,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
1513,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
1514,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
1515,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
1516,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
1517,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
1518,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
1519,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
1520,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
1521,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
1522,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
1523,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
1524,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
1525,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
1526,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
1527,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
1528,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
1529,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
1530,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
1531,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
1532,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
1533,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
1534,Anacapa Division,https://www.sbcourts.org/gi/loc/sb.shtm,(805) 882-4520
1535,Figueroa Division,https://www.sbcourts.org/gi/loc/sb.shtm,(805) 568-3959
1536,Santa Barbara Juvenile Court,https://www.sbcourts.org/gi/loc/sb.shtm,(805) 568-3959
1537,Cook Division,https://www.sbcourts.org/gi/loc/sm.shtm,(805) 614-6414
1538,Miller Division,https://www.sbcourts.org/gi/loc/sm.shtm,
1539,Santa Maria Juvenile Court,https://www.sbcourts.org/gi/loc/sm.shtm,(805) 614-6579
1540,Lompoc,https://www.sbcourts.org/gi/loc/lm.shtm,"(Criminal/Traffic: (805) 737) 7789
Civil: (805) 737-5452"
1541,Solvang,https://www.sbcourts.org/gi/loc/sv.shtm,(805) 686-5040
1542,Salinas Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
1543,Juvenile Justice Court,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
1544,Monterey Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 647-5800
1545,Marina Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 883-5300
1546,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
1547,Barstow District,https://sb-court.org/locations/barstow-district,
1548,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
1549,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
1550,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
1551,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
1552,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
1553,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
1554,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
